id,source,title,text,url,score,num_comments,created_utc,domain,domain_category,topic_category,title_length,age_days,engagement_score,snapshot_utc,opportunity_id,retrieval_rank,retrieval_distance,similarity,engagement_raw,comments_raw,days_old,freshness_score,trend_score,effort,effort_score,diversity_domain,final_score,reranked_score,rank,why
46576224,hackernews,Kubernetes Was Overkill. We Moved to Docker Compose and Saved 60 Hours,,https://news.ycombinator.com/item?id=46576224,22,17,2026-01-11T14:54:17Z,medium.com,other,DevOps/K8s,70,144,0.6109569918002664,2026-06-04T23:11:05Z,hackernews::46576224,87,0.8662972450256348,0.5358203269416841,22,17,144,0.010995353387136218,0.028333333333333332,low,1.0,DevOps/K8s,0.4677931818252149,0.4677931818252149,17,"['matches your interest in DevOps/K8s', 'low effort to engage', '54% semantic match']"
48352245,hackernews,The Grand Unified Model of DevOps/SRE Dynamics,,https://news.ycombinator.com/item?id=48352245,2,2,2026-06-01T03:17:24Z,sigbovik.org,other,DevOps/K8s,46,3,0.2665571910660944,2026-06-04T23:11:05Z,hackernews::48352245,81,0.8597607612609863,0.5377035696365392,2,2,4,0.3982978723404256,0.12,low,1.0,DevOps/K8s,0.4670227254007254,0.4670227254007254,18,"['matches your interest in DevOps/K8s', 'low effort to engage', 'posted this week']"
47060015,hackernews,Kubernetes Failure Stories,,https://news.ycombinator.com/item?id=47060015,16,1,2026-02-18T11:45:07Z,k8s.af,other,DevOps/K8s,26,106,0.478707113191058,2026-06-04T23:11:05Z,hackernews::47060015,31,0.7278115749359131,0.5787668137580867,16,1,106,0.01590773513620998,0.002264150943396226,low,1.0,DevOps/K8s,0.45879906419412175,0.45879906419412175,19,"['matches your interest in DevOps/K8s', 'low effort to engage', '58% semantic match']"
47893767,hackernews,Kubernetes v1.36: User Namespaces in Kubernetes are finally GA,,https://news.ycombinator.com/item?id=47893767,13,0,2026-04-24T18:05:26Z,kubernetes.io,devops,DevOps/K8s,62,41,0.43708409216030253,2026-06-04T23:11:05Z,hackernews::47893767,22,0.7085964679718018,0.5852757036230182,13,0,41,0.04491725768321513,0.0,low,1.0,DevOps/K8s,0.4575284737149009,0.4575284737149009,20,"['matches your interest in DevOps/K8s', 'low effort to engage', '59% semantic match']"
48325848,hackernews,Deep Dive into Kubernetes Gateway API,,https://news.ycombinator.com/item?id=48325848,3,1,2026-05-29T16:53:22Z,romaglushko.com,other,DevOps/K8s,37,6,0.2665571910660944,2026-06-04T23:11:05Z,hackernews::48325848,51,0.7706254720687866,0.5647721755813254,3,1,6,0.2836879432624113,0.039999999999999994,low,1.0,DevOps/K8s,0.4540121087141771,0.4540121087141771,21,"['matches your interest in DevOps/K8s', 'low effort to engage', 'posted this week']"
46978421,hackernews,Migrating from Slurm to Kubernetes,,https://news.ycombinator.com/item?id=46978421,9,5,2026-02-11T18:00:59Z,blog.skypilot.co,other,DevOps/K8s,34,113,0.44851078087259477,2026-06-04T23:11:05Z,hackernews::46978421,35,0.7383509874343872,0.575257820329995,9,5,113,0.014756750031106134,0.010619469026548672,low,1.0,DevOps/K8s,0.4518436347303374,0.4518436347303374,22,"['matches your interest in DevOps/K8s', 'low effort to engage', '58% semantic match']"
43644351,hackernews,Show HN: Koreo – A platform engineering toolkit for Kubernetes,"A large part of our (Real Kinetic&#x27;s) business is helping organizations implement platform engineering, but we&#x27;ve found the existing tooling to be lacking. For IaC, Terraform state becomes a pain because TF treats infrastructure as &quot;one-shot&quot; commands. The Kubernetes controller model provides a nicer approach to managing infrastructure, but the tooling here is also lacking. For configuration management, Helm just doesn&#x27;t really scale with complexity, nor does Kustomize. For resource orchestration, Crossplane is a step in the right direction but still has challenges and limitations.<p>As a result, we ended up building something that&#x27;s sort of a &quot;meta-controller programming language&quot; on top of Kubernetes called Koreo. It provides a solution for configuration management and resource orchestration in Kubernetes by basically letting you program controllers. We&#x27;ve been using Koreo for a while now to build internal developer platform capabilities for our commercial product and our clients, and we recently open sourced it to share it with the community.<p>Koreo has some similarities to configuration languages like KCL, Jsonnet, etc. since it is a means of configuration management (e.g. you can define base configurations, apply overlays, point patches, and so forth). Where it really diverges though is Koreo provides a unified approach to config management <i>and</i> resource orchestration. This means you can start to treat Kubernetes resources as &quot;legos&quot; to build pretty sophisticated workflows. For instance, the output of a resource can be used as the input to another resource. This isn&#x27;t really possible with Helm, even with `lookup` because `lookup` requires the resource to already be in-cluster in order to reference it.<p>This is why we refer to Koreo as a meta-controller programming language because it effectively lets you program and compose Kubernetes controllers into cohesive platforms—either built-in controllers (think Deployment or StatefulSet), off-the-shelf ones such as AWS ACK or GCP&#x27;s Config Connector, or custom operators. It lets you build or combine controllers without actually needing to implement an operator. Through this lens, Koreo is really more akin to Crossplane but without some of the limitations such as Providers and cluster-scoped managed resources.<p>It seems crazy and maybe it is, but I&#x27;ve found working in Koreo to actually be surprisingly fun since it kind of turns Kubernetes primitives into legos you can easily piece together, reuse, and build some pretty cool automated workflows. You can learn more about the motivation and thinking behind it here: <a href=""https:&#x2F;&#x2F;theyamlengineer.com"" rel=""nofollow"">https:&#x2F;&#x2F;theyamlengineer.com</a>",https://news.ycombinator.com/item?id=43644351,120,44,2025-04-10T14:48:20Z,koreo.dev,other,DevOps/K8s,62,420,0.8456533009099878,2026-06-04T23:11:05Z,hackernews::43644351,73,0.839948296546936,0.5434935328762868,120,44,420,0.0019271912535166187,0.025142857142857144,high,0.3,DevOps/K8s,0.44650611437863974,0.44650611437863974,23,"['high community engagement', 'matches your interest in DevOps/K8s', '54% semantic match']"
48124960,hackernews,C8s: A Confidential Kubernetes Architecture,,https://news.ycombinator.com/item?id=48124960,5,0,2026-05-13T17:36:38Z,arxiv.org,research,DevOps/K8s,43,22,0.2967535233845577,2026-06-04T23:11:05Z,hackernews::48124960,14,0.661630392074585,0.6018185540958216,5,0,22,0.08436632747456059,0.0,low,1.0,DevOps/K8s,0.4428240031412154,0.4428240031412154,24,"['matches your interest in DevOps/K8s', 'low effort to engage', 'active recently']"
48121066,hackernews,Show HN: Kunobi 1.0 – A local-first Kubernetes workspace for GitOps teams,,https://news.ycombinator.com/item?id=48121066,5,1,2026-05-13T12:30:56Z,kunobi.ninja,other,DevOps/K8s,73,22,0.32228415858224524,2026-06-04T23:11:05Z,hackernews::48121066,23,0.7099055051803589,0.5848276392878922,5,1,22,0.08436632747456059,0.010909090909090908,low,1.0,DevOps/K8s,0.4413751276080937,0.4413751276080937,25,"['matches your interest in DevOps/K8s', 'low effort to engage', 'active recently']"
48237349,hackernews,Kubernetes in Anger,,https://news.ycombinator.com/item?id=48237349,3,0,2026-05-22T15:37:34Z,samof76.space,other,DevOps/K8s,19,13,0.22959986715611466,2026-06-04T23:11:05Z,hackernews::48237349,9,0.6451902389526367,0.6078324416978194,3,0,13,0.1404255319148936,0.0,low,1.0,DevOps/K8s,0.44050840198247576,0.44050840198247576,26,"['matches your interest in DevOps/K8s', 'low effort to engage', 'active recently']"
47916801,hackernews,"A better Kubernetes, from the ground up (2020)",,https://news.ycombinator.com/item?id=47916801,3,0,2026-04-27T01:41:30Z,blog.dave.tf,other,DevOps/K8s,46,38,0.22959986715611466,2026-06-04T23:11:05Z,hackernews::47916801,1,0.5799765586853027,0.6329207825919261,3,0,39,0.0473049645390071,0.0,low,1.0,DevOps/K8s,0.4378300702784408,0.4378300702784408,27,"['matches your interest in DevOps/K8s', 'low effort to engage', '63% semantic match']"
46236022,hackernews,"AI, DevOps, and Kubernetes: Kelsey Hightower on What's Next [video]",,https://news.ycombinator.com/item?id=46236022,5,1,2025-12-11T19:29:58Z,youtube.com,other,DevOps/K8s,67,175,0.32228415858224524,2026-06-04T23:11:05Z,hackernews::46236022,13,0.6615101099014282,0.6018621217172893,5,1,175,0.00855899419729207,0.0013714285714285714,low,1.0,DevOps/K8s,0.4367157784759659,0.4367157784759659,28,"['matches your interest in DevOps/K8s', 'low effort to engage', '60% semantic match']"
47848795,hackernews,Kubernetes Probes are Awesome (until they aren't),,https://news.ycombinator.com/item?id=47848795,7,0,2026-04-21T13:49:01Z,peteremil.com,other,DevOps/K8s,49,44,0.344399800734172,2026-06-04T23:11:05Z,hackernews::47848795,33,0.730777382850647,0.5777750564044044,7,0,44,0.041733648542159184,0.0,low,1.0,DevOps/K8s,0.4351387828101403,0.4351387828101403,29,"['matches your interest in DevOps/K8s', 'low effort to engage', '58% semantic match']"
47578618,hackernews,Kubernaut – open-source AIOps for Kubernetes,,https://news.ycombinator.com/item?id=47578618,1,2,2026-03-30T19:26:54Z,github.com,developer_tools,DevOps/K8s,44,66,0.22959986715611466,2026-06-04T23:11:05Z,hackernews::47578618,3,0.592850923538208,0.627805141851376,1,2,66,0.027098549804170636,0.007272727272727273,low,1.0,DevOps/K8s,0.4332243424622405,0.4332243424622405,30,"['matches your interest in DevOps/K8s', 'low effort to engage', '63% semantic match']"
46570545,hackernews,Kubernetes Was Overkill. We Moved to Docker Compose and Saved 60 Hours,,https://news.ycombinator.com/item?id=46570545,6,6,2026-01-10T22:26:06Z,medium.com,other,DevOps/K8s,70,145,0.42481023385220257,2026-06-04T23:11:05Z,hackernews::46570545,88,0.8662972450256348,0.5358203269416841,6,6,145,0.010900612066452927,0.00993103448275862,low,1.0,DevOps/K8s,0.42870938915244217,0.42870938915244217,31,"['matches your interest in DevOps/K8s', 'low effort to engage', '54% semantic match']"
47549759,hackernews,Incus vs. Kubernetes: Why Simplicity Wins,,https://news.ycombinator.com/item?id=47549759,6,0,2026-03-27T23:32:09Z,pieterbakker.com,other,DevOps/K8s,41,68,0.32228415858224524,2026-06-04T23:11:05Z,hackernews::47549759,34,0.7323870658874512,0.5772382048394764,6,0,69,0.02581560283687943,0.0,low,1.0,DevOps/K8s,0.42808636431974534,0.42808636431974534,32,"['matches your interest in DevOps/K8s', 'low effort to engage', '58% semantic match']"
48133509,hackernews,"Show HN: Local-first Kubernetes YAML visualizer (no server, no LLM)",,https://news.ycombinator.com/item?id=48133509,1,0,2026-05-14T10:40:19Z,openlume.com,other,Machine Learning,67,21,0.11479993357805733,2026-06-04T23:11:05Z,hackernews::48133509,92,0.8745611906051636,0.5334581794458096,1,0,21,0.08833010960670536,0.0,low,1.0,Machine Learning,0.3762656839072316,0.4262656839072316,33,"['matches your interest in Machine Learning', 'low effort to engage', 'active recently']"
47530015,hackernews,A one-line Kubernetes fix that saved 600 hours a year,,https://news.ycombinator.com/item?id=47530015,4,2,2026-03-26T13:11:09Z,blog.cloudflare.com,other,DevOps/K8s,53,70,0.32228415858224524,2026-06-04T23:11:05Z,hackernews::47530015,47,0.7645595073699951,0.5667136731990748,4,2,70,0.025412046748576566,0.006857142857142857,low,1.0,DevOps/K8s,0.42397550595403355,0.42397550595403355,34,"['matches your interest in DevOps/K8s', 'low effort to engage', '57% semantic match']"
7579668891,github,Create branch main,"A beginner-friendly Kubernetes repository covering core concepts, kubectl commands, deployments, services, and real-world examples for learning and practice.",https://github.com/anurag1352/kubernetes,0,0,2026-01-18T08:01:05Z,github.com,developer_tools,Beginner Coding,18,137,0.0,2026-06-04T23:11:05Z,github::7579668891,11,0.6559339761734009,0.6038888110206183,0,0,137,0.011696988385240003,0.0,low,1.0,Beginner Coding,0.37350451321706424,0.4235045132170642,35,"['matches your interest in Beginner Coding', 'low effort to engage', '60% semantic match']"
48019933,hackernews,Planning My Kubernetes Homelab,,https://news.ycombinator.com/item?id=48019933,3,0,2026-05-05T09:10:27Z,jonashietala.se,other,DevOps/K8s,30,30,0.22959986715611466,2026-06-04T23:11:05Z,hackernews::48019933,16,0.6780891418457031,0.5959158992591514,3,0,30,0.061862274079158085,0.0,low,1.0,DevOps/K8s,0.42336146920971485,0.42336146920971485,36,"['matches your interest in DevOps/K8s', 'low effort to engage', 'active recently']"
47840104,hackernews,Rusternetes: A ground-up reimplementation of Kubernetes in Rust,,https://news.ycombinator.com/item?id=47840104,5,0,2026-04-20T20:31:08Z,github.com,developer_tools,DevOps/K8s,63,45,0.2967535233845577,2026-06-04T23:11:05Z,hackernews::47840104,44,0.7637524604797363,0.5669729865198898,5,0,45,0.04076472402096824,0.0,low,1.0,DevOps/K8s,0.42060325721400726,0.42060325721400726,37,"['matches your interest in DevOps/K8s', 'low effort to engage', '57% semantic match']"
47491062,hackernews,Podcast Video: Kubernetes at the Edge,,https://news.ycombinator.com/item?id=47491062,4,0,2026-03-23T15:42:38Z,,unknown,DevOps/K8s,37,73,0.2665571910660944,2026-06-04T23:11:05Z,hackernews::47491062,27,0.7170372009277344,0.5823985639097912,4,0,73,0.024266820011500864,0.0,low,1.0,DevOps/K8s,0.41903081497435,0.41903081497435,38,"['matches your interest in DevOps/K8s', 'low effort to engage', '58% semantic match']"
48019066,hackernews,What's Inside a Kubernetes Service?,,https://news.ycombinator.com/item?id=48019066,2,1,2026-05-05T07:12:48Z,blog.kubesimplify.com,other,DevOps/K8s,35,30,0.22959986715611466,2026-06-04T23:11:05Z,hackernews::48019066,24,0.7118756771087646,0.5841545699679128,2,1,31,0.0598404255319149,0.007741935483870967,low,1.0,DevOps/K8s,0.418539787294958,0.418539787294958,39,"['matches your interest in DevOps/K8s', 'low effort to engage', '58% semantic match']"
48037031,hackernews,"Kubeli – A modern, beautiful Kubernetes management desktop application",,https://news.ycombinator.com/item?id=48037031,3,0,2026-05-06T14:58:19Z,github.com,developer_tools,DevOps/K8s,70,29,0.22959986715611466,2026-06-04T23:11:05Z,hackernews::48037031,26,0.713886022567749,0.5834693712606379,3,0,29,0.06401891252955082,0.0,low,1.0,DevOps/K8s,0.4180840273779427,0.4180840273779427,40,"['matches your interest in DevOps/K8s', 'low effort to engage', 'active recently']"
48214999,hackernews,A solution for schlep blindness in agentic development for Kubernetes envs,,https://news.ycombinator.com/item?id=48214999,5,0,2026-05-20T22:18:07Z,metalbear.com,other,DevOps/K8s,74,15,0.2967535233845577,2026-06-04T23:11:05Z,hackernews::48214999,93,0.8762984275817871,0.532964258403617,5,0,15,0.1225177304964539,0.0,low,1.0,DevOps/K8s,0.41756228053300726,0.41756228053300726,41,"['matches your interest in DevOps/K8s', 'low effort to engage', 'active recently']"
48155921,hackernews,"Elastic Cloud on Kubernetes, simplified: zone awareness, restarts, and mTLS",,https://news.ycombinator.com/item?id=48155921,3,0,2026-05-16T01:20:48Z,elastic.co,other,DevOps/K8s,75,19,0.22959986715611466,2026-06-04T23:11:05Z,hackernews::48155921,39,0.7513943910598755,0.5709736225630134,3,0,20,0.09267139479905437,0.0,low,1.0,DevOps/K8s,0.41675881280443716,0.41675881280443716,42,"['matches your interest in DevOps/K8s', 'low effort to engage', 'active recently']"
44014240,hackernews,Show HN: SRE Assistant – An AI-powered agent for Kubernetes and AWS operations,"I built an interactive SRE assistant that helps manage Kubernetes clusters and AWS resources through natural language conversations. It uses Google&#x27;s Agent Development Kit to provide:
Comprehensive K8s management (pods, deployments, logs, scaling)
AWS cost analysis and reporting
Slack integration for team collaboration
Demo videos show cost reporting and EKS cluster operations in action. Built for SREs who want to streamline operations through conversational AI.",https://news.ycombinator.com/item?id=44014240,6,0,2025-05-17T13:37:09Z,github.com,developer_tools,DevOps/K8s,78,383,0.32228415858224524,2026-06-04T23:11:05Z,hackernews::44014240,62,0.7948668003082275,0.5571444075004746,6,0,383,0.0023862293144208033,0.0,low,1.0,DevOps/K8s,0.4155297494888258,0.4155297494888258,43,"['matches your interest in DevOps/K8s', 'low effort to engage', '56% semantic match']"
48177085,hackernews,From Kubernetes Dev Setup to Production: What Changes,,https://news.ycombinator.com/item?id=48177085,3,0,2026-05-18T09:07:43Z,georg-schwarz.com,other,DevOps/K8s,53,17,0.22959986715611466,2026-06-04T23:11:05Z,hackernews::48177085,56,0.7770191431045532,0.5627401392271685,3,0,17,0.10858944050433411,0.0,low,1.0,DevOps/K8s,0.4154414521590989,0.4154414521590989,44,"['matches your interest in DevOps/K8s', 'low effort to engage', 'active recently']"
47711228,hackernews,Cyphernetes – Cypher for Kubernetes,,https://news.ycombinator.com/item?id=47711228,2,0,2026-04-09T22:42:39Z,cyphernet.es,other,DevOps/K8s,35,56,0.1819535898065004,2026-06-04T23:11:05Z,hackernews::47711228,10,0.6543707847595215,0.6044594169651996,2,0,56,0.032350379494836386,0.0,low,1.0,DevOps/K8s,0.4132500125198654,0.4132500125198654,45,"['matches your interest in DevOps/K8s', 'low effort to engage', '60% semantic match']"
47601601,hackernews,Show HN: Nixidy – Kubernetes GitOps with Nix and Argo CD,,https://news.ycombinator.com/item?id=47601601,4,1,2026-04-01T14:39:43Z,nixidy.dev,other,DevOps/K8s,56,64,0.2967535233845577,2026-06-04T23:11:05Z,hackernews::47601601,65,0.8102564811706543,0.5524079103715299,4,1,64,0.028019639934533554,0.00375,low,1.0,DevOps/K8s,0.4125122103342801,0.4125122103342801,46,"['matches your interest in DevOps/K8s', 'low effort to engage', '55% semantic match']"
48221283,hackernews,Show HN: GoKubeDownscaler – Off-Hours Kubernetes Scaling Cuts Costs by 70%,,https://news.ycombinator.com/item?id=48221283,3,0,2026-05-21T12:04:00Z,kube-downscaler.io,other,DevOps/K8s,74,14,0.22959986715611466,2026-06-04T23:11:05Z,hackernews::48221283,69,0.8231217861175537,0.5485097087943639,3,0,14,0.13087470449172575,0.0,low,1.0,DevOps/K8s,0.4123805480624456,0.4123805480624456,47,"['matches your interest in DevOps/K8s', 'low effort to engage', 'active recently']"
47776124,hackernews,Nxs-universal-chart – open-source tool to install applications into Kubernetes,,https://news.ycombinator.com/item?id=47776124,1,2,2026-04-15T08:17:21Z,github.com,developer_tools,DevOps/K8s,78,50,0.22959986715611466,2026-06-04T23:11:05Z,hackernews::47776124,37,0.7453641891479492,0.5729463261694279,1,2,50,0.03649005701571409,0.0096,low,1.0,DevOps/K8s,0.41017932875982266,0.41017932875982266,48,"['matches your interest in DevOps/K8s', 'low effort to engage', '57% semantic match']"
47339451,hackernews,Guess I was wrong about Kubernetes. Blame geopolitics,,https://news.ycombinator.com/item?id=47339451,3,0,2026-03-11T18:38:50Z,robinosborne.co.uk,other,DevOps/K8s,53,85,0.22959986715611466,2026-06-04T23:11:05Z,hackernews::47339451,29,0.7255408763885498,0.5795284329009569,3,0,85,0.02048490846115784,0.0,low,1.0,DevOps/K8s,0.40978050450582726,0.40978050450582726,49,"['matches your interest in DevOps/K8s', 'low effort to engage', '58% semantic match']"
47967003,hackernews,Kube-Argus – Real-Time Kubernetes Dashboard,,https://news.ycombinator.com/item?id=47967003,2,0,2026-04-30T19:17:14Z,manishchaudhary101.github.io,other,DevOps/K8s,43,35,0.1819535898065004,2026-06-04T23:11:05Z,hackernews::47967003,21,0.70792555809021,0.5855056125035056,2,0,35,0.052876280535855004,0.0,low,1.0,DevOps/K8s,0.40779968566825586,0.40779968566825586,50,"['matches your interest in DevOps/K8s', 'low effort to engage', '59% semantic match']"
47089901,hackernews,Backing up Kubernetes clusters with Plakar,,https://news.ycombinator.com/item?id=47089901,4,0,2026-02-20T16:13:18Z,plakar.io,other,DevOps/K8s,42,104,0.2665571910660944,2026-06-04T23:11:05Z,hackernews::47089901,60,0.7864532470703125,0.5597683575766376,4,0,104,0.016264775413711585,0.0,low,1.0,DevOps/K8s,0.4076469154347625,0.4076469154347625,51,"['matches your interest in DevOps/K8s', 'low effort to engage', '56% semantic match']"
47026874,hackernews,Learning Kubernetes with the official docs and NotebookLM,,https://news.ycombinator.com/item?id=47026874,1,0,2026-02-15T19:51:50Z,randomwrites.com,other,DevOps/K8s,57,109,0.11479993357805733,2026-06-04T23:11:05Z,hackernews::47026874,4,0.5937192440032959,0.6274630890997335,1,0,109,0.015396518375241777,0.0,low,1.0,DevOps/K8s,0.40762785456677775,0.40762785456677775,52,"['matches your interest in DevOps/K8s', 'low effort to engage', '63% semantic match']"
